Source,Target
write a function to print the time it takes to run a function,"'\nimport time\ndef time_it(fn, *args, repetitons= 1, **kwargs) : \n\tstart = time.perf_counter()\n\tif (repetitons <= 0) : \n\t\traise ValueError(""repetitions should be greater that 0"")\n\tif (not(isinstance(repetitons,int))) : \n\t\traise ValueError(""Repetions must be of type Integer"")\n\tfor _ in range(repetitons) : \n\t\tfn(*args, **kwargs)\n\tstop = time.perf_counter()\n\treturn ((stop - start)/repetitons)'"
write a python function to calculate simple Interest,"'\ndef simple_interest(p,t,r) :  \n\tsi = (p * t * r)/100\n\treturn si '"
write a python program to print all Prime numbers in an Interval,"'\nstart = 11\nend = 25\nfor i in range(start,end) : \n\tif i>1 : \n\tfor j in range(2,i) : \n\t\tif(i % j==0) : \n\t\t\tbreak\n\telse : \n\t\tprint(i)'"
write a python funtion to implement a counter to record how many time the word has been repeated using closure concept,"'\ndef word_counter() : \n\tcounter = {}\n\tdef count(word) : \n\t\tcounter[word] = counter.get(word, 0) + 1\n\t\treturn counter[word]\n\treturn count'"
write a  python program to check and print if a string is palindrome or not,"'\nst = \'malayalam\'\nj = -1\nflag = 0\nfor i in st : \n\tif i != st[j] : \n\t\t j = j - 1\n\t\t flag = 1\n\t\t break\n\tj = j - 1\nif flag == 1 : \n\tprint(""Not a palindrome"")\nelse : \n\tprint(""It is a palindrome"")'"
write a python function to find the URL from an input string using the regular expression,"'\nimport re \ndef Find(string) :  \n\tregex = r""(?i)\\b((? : https? : //|www\\d{0,3}[.]|[a-z0-9.\\-]+[.][a-z]{2,4}/)(? : [^\\s()<>]+|\\(([^\\s()<>]+|(\\([^\\s()<>]+\\)))*\\))+(? : \\(([^\\s()<>]+|(\\([^\\s()<>]+\\)))*\\)|[^\\s`!()\\[\\]{}; : \'\\"".,<>?«»“”‘’]))""\n\turl = re.findall(regex,string)\t   \n\treturn [x[0] for x in url] '"
write a python program to find N largest elements from a list,"'\nl = [1000,298,3579,100,200,-45,900] \nn = 4\nl.sort() \nprint(l[-n : ])'"
write a python program to add two lists using map and lambda,"'\nnums1 = [1, 2, 3]\nnums2 = [4, 5, 6]\nresult = map(lambda x, y :  x + y, nums1, nums2)\nprint(list(result))'"
write a python functionto test the equality of the float numbers,"'\ndef float_equality_testing(a, b) : \n\trel_tol = 1e-12\n\tabs_tol = 1e-05\n\treturn abs(a-b) <= max(rel_tol * max(abs(a), abs(b)), abs_tol)'"
write a python function to caclucate the polygon_area,"'\ndef polygon_area( side_length, sides = 3) : \n\tif(sides < 3 or sides > 6 ) : \n\t\traise ValueError(""number of sides must be greater than 2 and less than 7"")\n\tif(side_length < 0 ) : \n\t\traise ValueError(""side length must be positive"")\n\treturn sides * (side_length ** 2) / (4 * tan(pi / sides))'"
write a python program to get positive elements from given list of lists,"'\nInput = [[10, -11, 222], [42, -222, -412, 99, -87]] \ntemp = map(lambda elem :  filter(lambda a :  a>0, elem), Input) \nOutput = [[a for a in elem if a>0] for elem in temp] '"
write the program to remove empty tuples from a list,"'\ndef Remove(tuples) :  \n\ttuples = filter(None, tuples) \n\treturn tuples '"
write  a python program to find Cumulative sum of a list,"'\nlist=[10,20,30,40,50]\nnew_list=[] \nj=0\nfor i in range(0,len(list)) : \n\tj+=list[i]\n\tnew_list.append(j) \nprint(new_list) '"
write a python function to convert a list to string,"""\ns = ['I', 'want', 4, 'apples', 'and', 18, 'bananas'] \nlistToStr = ' '.join(map(str, s)) \nprint(listToStr)"""
write a python program to merge 2 dictionaries,"""\nx = {'a'  :  1, 'b'  :  2, 'c'  :  3}\ny = {'x'  :  10, 'y'  :  20, 'z'  :  30 }\nz = {**x , **y}"""
write a python code to implement Sigmoid function,'\nimport math\ndef sigmoid(x) : \n\treturn 1 / (1 + math.exp(-x))'
write a python code to implement RELU function,"'\ndef relu(array) : \n\treturn [max(0,i) for i in array if(isinstance(i, int) or isinstance(i, float))]'"
write a python function to check whether the given number is fibonacci or not,"'\ndef fiboacci_number_check(n) : \n\tif(isinstance(n,int)) : \n\t\tresult = list(filter(lambda num  :  int(math.sqrt(num)) * int(math.sqrt(num)) == num, [5*n*n + 4,5*n*n - 4] ))\n\t\treturn bool(result) \n\telse : \n\t\traise TypeError(""Input should be of type Int"") '"
write a python program to strip all the vowels in a string,"'\nstring = ""Remove Vowel""\nvowel = [\'a\', \'e\', \'i\', \'o\', \'u\']\n"""".join([i for i in string if i not in vowel]'"
write a python program to give the next fibonacci number,"'\n\tnum_1, num_2,count = 0, 1,0\n\tdef next_fibbonacci_number()  : \n\t\tnonlocal num_1, num_2, count\n\t\tif(count == 0) : \n\t\t\tcount+=1\n\t\t\treturn 0\n\t\telif(count==1) : \n\t\t\tcount+=1\n\t\t\treturn num_2\n\t\telse : \n\t\t\tnum_1, num_2 = num_2, num_1+num_2\n\t\t\treturn num_2\n\treturn next_fibbonacci_number'"
write a python function to calculate factorial of a given number,"'\ndef factorial(n) : \n\tfact = 1\n\tfor num in range(2, n + 1) : \n\t\tfact = fact * num\n\treturn(fact)'"
write a python program which will find all such numbers which are divisible by 7 but are not a multiple of 5 ;between 2000 and 3200 (both included),"""\nl=[]\nfor i in range(2000, 3201) : \n\tif (i%7==0) and (i%5!=0) : \n\t\tl.append(str(i))\nprint(','.join(l))"""
write the python program to generate a random number between 0 and 9,"""\nimport csv\ndef read_csv(input_file) : \n\twith open(input_file) as csv_file : \n\t\tcsv_reader = csv.reader(csv_file, delimiter=',')\n\t\tfor row in csv_reader : \n\t\t\t\tprint(f'{row}')\n\t\t\t\tbreak"""
write a python program to Generate a Random Number,"'\nimport random\nprint(random.randint(0,9))'"
write a python program to Check Leap Year,"'\nyear = 2000\nif (year % 4) == 0 : \n\tif (year % 100) == 0 : \n\t\tif (year % 400) == 0 : \n\t\t\tprint(f""{year} is a leap year"")\n\t\telse : \n\t\t\tprint(f""{year} is not a leap year"")\n\telse : \n\t\tprint(f""{year} is a leap year"")\nelse : \n\tprint(f""{year} is not a leap year"")'"
write a python function to Compute LCM,"'\ndef compute_lcm(x, y) : \n\tif x > y : \n\t\tgreater = x\n\telse : \n\t\tgreater = y\n\twhile(True) : \n\t\tif((greater % x == 0) and (greater % y == 0)) : \n\t\t\tlcm = greater\n\t\t\tbreak\n\t\tgreater += 1\n\treturn lcm'"
write a python function to compute gcd,"'\ndef compute_gcd(x, y) : \n\twhile(y) : \n\t\tx, y = y, x % y\n\treturn x'"
write a python program to Remove Punctuations From a String,"'\npunctuations = \'\'\'!()-[]{}; : \'""\\,<>./?@#$%^&*_~\'\'\'\nmy_str = ""Hello!!!, he said ---and went.""\nno_punct = """"\nfor char in my_str : \n\tif char not in punctuations : \n\t\tno_punct = no_punct + char\nprint(no_punct)'"
write a python function to Find Hash of File,"""\nimport hashlib\ndef hash_file(filename) : \n\th = hashlib.sha1()\n\twith open(filename,'rb') as file : \n\t\tchunk = 0\n\t\twhile chunk != b'' : \n\t\t\tchunk = file.read(1024)\n\t\t\th.update(chunk)\n\treturn h.hexdigest()"""
write a python Program to Find the Size (Resolution) of a  JPEG Image and print it,"'\ndef jpeg_res(filename) : \n\twith open(filename,\'rb\') as img_file : \n\t\timg_file.seek(163)\n\t\ta = img_file.read(2)\n\t\t# calculate height\n\t\theight = (a[0] << 8) + a[1]\n\t\t# next 2 bytes is width\n\t\ta = img_file.read(2)\n\t\t# calculate width\n\t\twidth = (a[0] << 8) + a[1]\n\tprint(""The resolution of the image is"",width,""x"",height)'"
write a python program to count the number of each vowels,"""\nip_str = 'Hello, have you tried our tutorial section yet?'\nip_str = ip_str.casefold()\ncount = {x : sum([1 for char in ip_str if char == x]) for x in 'aeiou'}\nprint(count)"""
write a python Program to Find ASCII Value of Character,"'\nc = \'p\'\nprint(""The ASCII value of \'"" + c + ""\' is"", ord(c))'"
write a python Program to Solve Quadratic Equation,"""\nimport cmath\na = 1\nb = 5\nc = 6\nd = (b**2) - (4*a*c)\nsol1 = (-b-cmath.sqrt(d))/(2*a)\nsol2 = (-b+cmath.sqrt(d))/(2*a)\nprint('The solution are {0} and {1}'.format(sol1,sol2))"""
write a python program to Convert Celsius To Fahrenheit,"""\ncelsius = 37.5\nfahrenheit = (celsius * 1.8) + 32\nprint(f'{celsius} degree Celsius is equal to {fahrenheit} degree Fahrenheit')"""
write a python program to check Armstrong number of n digits,"'\nnum = 1634\norder = len(str(num))\nsum = 0\ntemp = num\nwhile temp > 0 : \n\tdigit = temp % 10\n\tsum += digit ** order\n\ttemp //= 10\nif num == sum : \n\tprint(num,""is an Armstrong number"")\nelse : \n\tprint(num,""is not an Armstrong number"")'"
write a Python Program to Find the Sum of Natural Numbers,"'\nnum = 16\nif num < 0 : \n\tprint(""Enter a positive number"")\nelse : \n\tsum = 0\n\twhile(num > 0) : \n\t\tsum += num\n\t\tnum -= 1\n\tprint(""The sum is"", sum)'"
write a python program  to Shuffle Deck of Cards,"""\nimport itertools, random\ndeck = list(itertools.product(range(1,14),['Spade','Heart','Diamond','Club']))\nrandom.shuffle(deck)\nprint(deck)"""
write a Python function to Convert Decimal to Binary,"""\ndef convertToBinary(n) : \n\tif n > 1 : \n\t\tconvertToBinary(n//2)\n\tprint(n % 2,end = '')"""
wrtie a python function to solve Tower Of Hanoi and print necessary statements,"'\ndef TowerOfHanoi(n , source, destination, auxiliary) :  \n\tif n==1 :  \n\t\tprint(""Move disk 1 from source"",source,""to destination"",destination) \n\t\treturn\n\tTowerOfHanoi(n-1, source, auxiliary, destination) \n\tprint(""Move disk"",n,""from source"",source,""to destination"",destination) \n\tTowerOfHanoi(n-1, auxiliary, destination, source) '"
write a python function to find the number of times every day occurs in a Year and print them,"'\nimport datetime  \nimport calendar \ndef day_occur_time(year) :  \n\tdays = [ ""Monday"", ""Tuesday"", ""Wednesday"",   \n\t\t\t""Thursday"",  ""Friday"", ""Saturday"",  \n\t\t\t""Sunday"" ] \n\tL = [52 for i in range(7)] \n\tpos = -1\n\tday = datetime.datetime(year, month = 1, day = 1).strftime(""%A"") \n\tfor i in range(7) :  \n\t\tif day == days[i] :  \n\t\t\tpos = i \n\tif calendar.isleap(year) :  \n\t\tL[pos] += 1\n\t\tL[(pos+1)%7] += 1       \n\telse :  \n\t\tL[pos] += 1\n\tfor i in range(7) :  \n\t\tprint(days[i], L[i])'"
write a python Program to Determine all Pythagorean Triplets in the Range,"'\nlimit= 50\nc=0\nm=2\nwhile(c<limit) : \n\tfor n in range(1,m+1) : \n\t\ta=m*m-n*n\n\t\tb=2*m*n\n\t\tc=m*m+n*n\n\t\tif(c>limit) : \n\t\t\tbreak\n\t\tif(a==0 or b==0 or c==0) : \n\t\t\tbreak\n\t\tprint(a,b,c)\n\tm=m+1'"
function to Convert Binary to Gray Code,"'\ndef binary_to_gray(n) : \n\tn = int(n, 2) \n\tn ^= (n >> 1)\n\treturn bin(n)[2 : ]'"
write a Python function to Find the Intersection of Two Lists,"'\ndef intersection(a, b) : \n\treturn list(set(a) & set(b))'"
write a python program to Remove the Given Key from a Dictionary,"'\nd = {\'a\' : 1,\'b\' : 2,\'c\' : 3,\'d\' : 4}\nkey= \'d\'\nif key in d :  \n\tdel d[key]\nelse : \n\tprint(""Key not found!"")\n\texit(0)'"
write a python function to Count the Number of Words in a Text File and print it,"""\ndef word_count(fname)  :  \n\tnum_words = 0\n\twith open(fname, 'r') as f : \n\t\tfor line in f : \n\t\t\twords = line.split()\n\t\t\tnum_words += len(words)\n\tprint(num_words)"""
write a python function to Count Set Bits in a Number,'\ndef count_set_bits(n) : \n\tcount = 0\n\twhile n : \n\t\tn &= n - 1\n\t\tcount += 1\n\treturn count'
wrie a python  Program to Flatten a List without using Recursion,"'\na=[[1,[[2]],[[[3]]]],[[4],5]]\nflatten=lambda l :  sum(map(flatten,l),[]) if isinstance(l,list) else [l]\nprint(flatten(a))\n#\nimport os\nimport nltk\nimport string\nfrom collections import Counter\nfrom itertools import permutations, combinations, combinations_with_replacement\nletters = string.ascii_lowercase'"
write a python function to print pyramid pattern,"""\ndef pyramid_pattern(symbol='*', count=4) : \n\tfor i in range(1, count + 1) : \n\t\tprint(' ' * (count - i) + symbol * i, end='')\n\t\tprint(symbol * (i - 1) + ' ' * (count - i))"""
write a python function to count the occurrence of a given word in a given file,"""\ndef check_word_count(word, file) : \n\tif not os.path.isfile(file) : \n\t\traise FileNotFoundError\n\tif not isinstance(word, str) : \n\t\traise TypeError\n\twith open(file, 'r') as f : \n\t\tlines = f.readlines()\n\t\twords = [l.strip().split(' ') for l in lines]\n\t\twords = [word for sublist in words for word in sublist]\n\t\tc = Counter(words)\n\treturn c.get(word, 0)"""
write a python function to make permutations from a list with given length,"'\ndef get_permutations(data_list, l=2) : \n\treturn list(permutations(data_list, r=l))'"
write a python program to get all possible permutations of size of the string in lexicographic sorted order.,"""\ndef get_ordered_permutations(word, k) : \n\t[print(''.join(x)) for x in sorted(list(permutations(word, int(k))))]"""
"write a python program to get all possible combinations, up to size of the string in lexicographic sorted order.","""\ndef get_ordered_combinations(string, k) : \n\t[print(''.join(x)) for i in range(1, int(k) + 1) for x in combinations(sorted(string), i)]"""
write a python function to get all possible size replacement combinations of the string in lexicographic sorted order.,"""\ndef get_ordered_combinations_with_replacement(string, k) : \n\t[print(''.join(x)) for x in combinations_with_replacement(sorted(string), int(k))]"""
"write a python function for Caesar Cipher, with given shift value and return the modified text","'\ndef caesar_cipher(text, shift=1) : \n\talphabet = string.ascii_lowercase\n\tshifted_alphabet = alphabet[shift : ] + alphabet[ : shift]\n\ttable = str.maketrans(alphabet, shifted_alphabet)\n\treturn text.translate(table)'"
write a python function for a string to swap the case of all letters.,"""\ndef swap_case(s) : \n\treturn ''.join(x for x in (i.lower() if i.isupper() else i.upper() for i in s))"""
write a python function to get symmetric difference between two sets from user.,"'\ndef symmetric_diff_sets() : \n\tM, m = input(), set(list(map(int, input().split())))\n\tN, n = input(), set(list(map(int, input().split())))\n\ts = sorted(list(m.difference(n)) + list(n.difference(m)))\n\tfor i in s : \n\t\tprint(i)'"
write a python function to check if given set is subset or not,"'\ndef check_subset() : \n\tfor _ in range(int(input())) : \n\t\tx, a, z, b = input(), set(input().split()), input(), set(input().split())\n\tprint(a.issubset(b))'"
write a python program for basic HTML parser,"'\nfrom html.parser import HTMLParser\nclass MyHTMLParser(HTMLParser) : \n\tdef handle_starttag(self, tag, attrs) : \n\t\tprint(tag)\n\t\tfor attr in attrs : \n\t\t\tprint(""->"", attr[0], "">"", attr[1])\nparser = MyHTMLParser()\nfor i in range(int(input())) : \n\tparser.feed(input())'"
write a python function for Named Entity Recognizer using NLTK,"'\ndef ner_checker(texts) : \n\tall_set = set()\n\tdef nltk_ner_check(texts) : \n\t\tfor i, text in texts : \n\t\t\tfor entity in nltk.ne_chunk(nltk.pos_tag(nltk.word_tokenize(text))) : \n\t\t\t\tif isinstance(entity, nltk.tree.Tree) : \n\t\t\t\t\tetext = "" "".join([word for word, tag in entity.leaves()])\n\t\t\t\t\t# label = entity.label()\n\t\t\t\t\tall_set.add(etext)\n\tnltk_ner_check(texts=texts)\n\treturn all_set'"
"write a function to compress a given string. Suppose a character 'c' occurs consecutively X times in the string. Replace these consecutive occurrences of the character 'c' with  (X, c) in the string.","'\ndef compress(text) : \n\tfrom itertools import groupby\n\tfor k, g in groupby(text) : \n\t\tprint(""({}, {})"".format(len(list(g)), k), end="" "")'"
write a python function to count 'a's in the repetition of a given string 'n' times.,"""\ndef repeated_string(s, n) : \n\treturn s.count('a') * (n // len(s)) + s[ : n % len(s)].count('a')"""
"write a python function to find all the substrings of given string that contains 2 or more vowels. Also, these substrings must lie in between 2 consonants and should contain vowels only.","'\ndef find_substr() : \n\timport re\n\tv = ""aeiou""\n\tc = ""qwrtypsdfghjklzxcvbnm""\n\tm = re.findall(r""(?<=[%s])([%s]{2,})[%s]"" % (c, v, c), input(), flags=re.I)\n\tprint(\'\\n\'.join(m or [\'-1\']))'"
write a python function that given five positive integers and find the minimum and maximum values that can be calculated by summing exactly four of the five integers.,"""\ndef min_max() : \n\tnums = [int(x) for x in input().strip().split(' ')]\n\tprint(sum(nums) - max(nums), sum(nums) - min(nums))"""
"write a python function to find the number of (i, j) pairs where i<j and ar[i]+ar[j] is divisible by k in a data list","'\ndef divisible_sum_pairs(arr, k) : \n\tcount = 0\n\tn = len(arr)\n\tfor i in range(n - 1) : \n\t\tj = i + 1\n\t\twhile j < n : \n\t\t\tif ((arr[i] + arr[j]) % k) == 0 : \n\t\t\t\tcount += 1\n\t\t\tj += 1\n\treturn count\nimport math'"
Write a python Class to calculate area of a circle and print the vale for a radius,"'\nclass CircleArea : \n\tdef __init__(self, radius) : \n\t\tself.radius = radius\n\tdef area(self) : \n\t\treturn math.pi * self.radius * self.radius\nr = 2\nobj = CircleArea(r)\nprint(""Area of circle : "", obj.area())'"
Write a python function to count the number of Words in a Text File,"'\ndef check_words() : \n\tfname = input(""file name :  "")\n\tnum_words = 0\n\twith open(fname, \'r\') as f : \n\t\tfor line in f : \n\t\t\twords = line.split()\n\t\t\tnum_words += len(words)\n\tprint(""Number of words = "", num_words)'"
Write a python function to Count the Number of Lines in a Text File,"'\ndef check_lines() : \n\tfname = input(""file name :  "")\n\tnum_lines = 0\n\twith open(fname, \'r\') as f : \n\t\tfor line in f : \n\t\t\tnum_lines += 1\n\tprint(""Number of lines = "", num_lines)'"
